Target,att1,att2,att3,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15
3777,160,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3838,150,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3848,140,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3909,80,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3919,130,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3921,120,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3937,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
3976,90,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
3990,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
4005,70,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4008,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
4022,100,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4129,40,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4155,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
4231,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
4233,30,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4295,20,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4451,10,20,40,1,10,22.7,53,1800,1.0,9.678,100,2700,7200
4473,200,20,40,1,10,21.1,52,1800,1.0,9.679,100,2700,7200
